# Max value = 3.60e-01, Min value = -2.52e-01
x f1 f2 f3 
1 -0.00108062 -0.00347328 -0.00214651 
2 -0.00135095 -0.000650074 -6.50418e-05 
3 0.0174675 -0.0479282 0.00363577 
4 0.00034416 -0.000210369 0.00309331 
5 0.00503666 0.0156352 -0.00394235 
7 0.000459214 -0.00158881 0.000411922 
8 0.00425969 0.002426 0.0413603 
9 0.00201339 0.0137332 -0.000258586 
10 0.0175241 0.0140728 0.0161998 
11 0.0349941 -0.0303206 -0.0395841 
12 0.000844145 -0.000117447 0.00128751 
13 -0.0115793 0.0280206 -0.00175765 
14 -0.000152647 -0.000246181 -0.00329425 
15 -0.0313189 -0.00193191 -0.0198264 
16 -0.0036418 -0.00149351 -0.0385707 
17 0.000818888 0.00489977 -0.174565 
18 -0.00435505 -0.00572577 0.000957761 
19 -0.00173497 -0.000224812 0.00412117 
20 0.024777 -0.014196 0.00233351 
21 0.00190507 -0.00730109 0.012693 
22 -0.000679041 -0.00599325 -0.0285827 
23 -0.0335395 -0.0583832 0.01537 
24 0.0792163 -0.0663132 -0.10425 
25 0.00704505 0.00479767 0.000572467 
26 -0.0357297 0.0247318 -0.0484918 
27 0.00129886 -0.0027027 -0.00311715 
28 0.0367844 -0.0302999 0.00449179 
29 -0.11872 0.0412793 -0.226482 
30 -0.0471557 -0.051819 0.21312 
32 0.0177141 0.015066 -0.251559 
33 -0.00564191 -0.0181948 -0.0101721 
34 0.0111327 0.00321956 -0.0028355 
36 0.130028 -0.222001 -0.00451712 
37 -0.0453584 0.000332104 -0.00550772 
38 0.042468 0.178322 0.0621731 
39 -0.033814 0.00725865 0.00069181 
40 0.0651323 -0.170795 -0.0781969 
41 0.0499875 -0.165387 0.232951 
42 0.0167922 -0.00881726 -0.00326657 
43 0.0525731 -0.0558881 -0.00983701 
44 -0.126165 0.0598048 0.0469241 
45 -0.0956722 -0.206132 -0.124018 
47 0.0423841 -0.0151515 -0.110602 
48 -0.0502509 -0.0183524 0.0609317 
49 -0.109603 0.106085 0.0600003 
50 -0.00930247 0.00348238 0.00772838 
51 -0.063032 -0.132371 0.0316347 
52 -0.00597151 -0.0563823 -0.0579052 
53 -0.00256038 0.00583077 0.0183097 
54 0.0925224 0.0253168 0.02752 
55 0.0951877 -0.15972 -0.15735 
56 0.270304 0.215934 -0.0924454 
58 0.181897 0.141596 -0.0396841 
59 0.117253 0.260809 0.12857 
60 -0.0989466 0.093238 0.0851783 
61 0.0109157 0.0707662 -0.0358988 
62 -0.0252694 0.0797075 0.0958459 
63 0.0257893 -0.0624934 -0.0542639 
64 -0.215541 0.0492864 0.0148793 
65 0.0281025 -0.0205724 -0.02797 
66 -0.0223608 0.0207691 -0.0177652 
68 0.0248689 -0.0162123 -0.0448513 
69 0.0499546 -0.159181 -0.150919 
70 -0.0465571 -0.00241794 -0.00414158 
71 -0.174838 0.273797 -0.0298513 
73 -0.0661007 0.0639876 -0.00153114 
74 0.00590363 -0.0316603 0.0185812 
75 0.0851468 0.00508081 -0.000934962 
76 0.0916976 -0.00950651 0.0433537 
77 -0.0961457 -0.0490264 -0.0413814 
78 0.131321 -0.136565 0.0644656 
79 -0.136769 0.0161424 -0.0822336 
80 0.29593 -0.088958 -0.15031 
81 0.300309 -0.10822 0.125331 
82 0.0299274 -0.0309176 -0.0630839 
83 0.0442999 -0.00740983 0.172778 
84 -0.0821513 0.0390741 0.0461719 
85 -0.0181276 -0.0820009 0.0398358 
86 -0.065837 0.0114459 0.127378 
87 -0.0740447 0.130735 -0.139354 
88 0.194982 0.0118176 0.00640702 
90 0.00456754 -0.0104015 0.036641 
91 -0.0218793 -0.127772 0.0490788 
92 0.00987001 0.04901 -0.0780675 
93 -0.0603679 0.0855459 0.0433348 
94 0.00168044 0.0772708 0.04197 
95 -0.00914249 0.134784 -0.0595702 
96 -0.167824 0.0488177 0.184377 
97 0.0156924 -0.0066845 -0.0397585 
98 0.00335979 0.082563 0.012698 
99 -0.0505295 0.00797069 0.0488494 
100 -0.0162843 0.125556 -0.0289522 
101 0.0543556 -0.0271602 0.0908043 
102 -0.0293317 -0.0502091 -0.064175 
103 -0.0398637 -0.0565423 0.0759223 
104 0.0678329 0.00470178 0.0891528 
105 -0.0116208 -0.131878 0.0569891 
106 -0.0752562 0.107886 -0.0345284 
107 -0.069823 0.0404377 -0.135077 
108 0.128892 -0.0585962 -0.201876 
109 -0.00265816 -0.218306 -0.0725974 
110 -0.180023 -0.160143 0.360082 
111 -0.172473 -0.0871391 -0.109576 
112 0.183462 -0.0945609 -0.104336 
113 0.00263742 -0.0751511 -0.0368847 
114 -0.0148379 0.0719483 0.0173766 
115 -0.0291195 0.021299 -0.0702909 
116 0.0270174 0.0176712 -0.105125 
118 -0.00769992 0.0353789 0.0300036 
119 -0.198266 -0.0151766 -0.039692 
120 0.0865411 0.136679 0.0834418 
121 0.0921851 0.0522754 0.00210286 
122 -0.000539332 -0.0298049 -0.0616784 
124 -0.0198462 -0.00709773 -0.136116 
125 0.00214627 -0.0366436 -0.0170028 
126 -0.0648361 -0.00648631 0.0191768 
127 0.022293 -0.0948295 -0.172564 
128 0.000722321 -0.0987833 0.00206198 
129 0.0140526 -0.0918931 -0.00557685 
130 -0.00628947 -0.00846971 -0.0144164 
131 0.0400169 -0.11241 0.0884329 
133 -0.052991 0.0228766 0.0120893 
134 -0.0223933 0.0516715 0.0136525 
135 0.00985756 0.150708 0.118078 
136 -0.031813 -0.0388757 -0.032578 
137 -0.0112146 -0.0276002 -0.000445213 
138 -0.00352784 0.0588778 -0.00162517 
139 -0.0313115 0.123096 -0.00311141 
140 -0.0133829 -0.0389617 -0.0411533 
141 0.00402017 0.0377098 -0.0306319 
142 0.0323206 -0.105309 -0.00236328 
143 0.0570727 0.0786925 0.0407404 
144 0.00124161 -0.0280429 0.0192829 
145 0.00482342 0.0119675 -0.0154254 
147 -0.0557854 -0.0164612 0.0115333 
148 0.0232522 -0.0100979 -0.0745071 
149 -0.0082666 0.0176412 0.00977903 
150 0.317884 -0.0823547 0.0585607 
151 -0.0319654 -0.00833813 -0.0565842 
152 -0.000182278 0.00819535 0.0249242 
153 0.00772262 -0.0367584 -0.0406221 
154 0.00159777 2.99815e-05 0.02054 
155 -0.0289196 -0.002615 -0.0479822 
156 0.0186499 0.0483946 6.51886e-06 
157 -0.00872029 0.0815894 -0.0454032 
158 -0.000953506 0.00731681 -0.037081 
159 0.0071047 -0.000875962 -0.0468642 
160 0.00164764 -0.0159699 -0.0297201 
161 0.0198461 0.0394502 0.0162371 
162 0.0128334 0.0335502 -0.0210504 
163 -0.00473229 0.0250822 -0.0183202 
164 -0.0298687 0.0167278 0.012921 
165 -0.00680053 -0.0340258 -0.0706131 
167 -0.0234983 0.0339344 -0.0328378 
168 -0.00767548 -0.0332249 -0.0133804 
169 0.00451054 -0.00612225 -0.0171453 
170 -0.00233783 0.00226443 0.00602144 
171 0.0467703 0.0411354 -0.0101694 
173 0.0461478 0.0169871 -0.00934408 
174 0.0217899 -0.0263768 -0.0124878 
176 -0.0059757 0.0220606 -0.0144443 
177 0.00249797 -0.00773907 0.0267434 
178 -0.0023498 -0.00883142 0.0108095 
179 -0.00216415 0.00801452 0.00351428 
180 0.00131016 0.0113768 -0.00106276 
181 -0.00337094 -0.00564821 0.0100302 
182 -0.0117542 -0.0316251 0.000230373 
183 -0.0115228 -0.022739 -0.00827916 
184 0.00152922 0.0131611 -0.0030167 
185 0.00356574 0.00296278 0.00507999 
186 -0.00293092 0.00532559 -0.00374348 
187 -0.00238501 0.000297974 -0.00866693 
188 -0.00249267 -0.010614 -0.052672 
189 -0.00578448 -0.108679 0.0500266 
191 0.00804522 0.0390054 0.0355355 
192 -0.00952714 0.00410503 0.0442556 
193 0.00595763 0.00267996 0.00698692 
194 0.00664993 0.00700788 0.00164342 
195 0.00369201 -0.0656884 0.0134163 
196 -0.00371886 0.00129601 -0.00518609 
197 0.00215277 0.00727025 0.00598081 
198 0.00461509 0.0184473 -0.00664997 
199 -0.00329225 -0.00803983 -0.00503366 
200 -0.0377973 0.000135258 0.0118757 
201 -0.00764491 -0.0206442 -0.054741 
