# Max value = 2.04e-01, Min value = -4.95e-03
x f1 f2 f3 
1 0.000701751 -0.0013916 -0.000205022 
2 0.000698886 -0.000669338 -0.00164477 
3 0.000688063 2.64343e-05 -0.00290804 
4 0.000668754 0.000675712 -0.00392732 
5 0.000640592 0.00125852 -0.00463249 
6 0.000603405 0.00175563 -0.00495226 
7 0.000557254 0.00214927 -0.00481573 
8 0.000502466 0.00242397 -0.00415413 
9 0.000439662 0.00256734 -0.00290259 
10 0.000369786 0.00257085 -0.00100195 
11 0.000294122 0.00243062 0.00159941 
12 0.000214305 0.00214805 0.00494388 
13 0.000132323 0.00173043 0.00906299 
14 5.05101e-05 0.0011914 0.013976 
15 -2.84718e-05 0.000551243 0.0196887 
16 -0.000101666 -0.00016296 0.0261923 
17 -0.000165861 -0.000917405 0.0334632 
18 -0.000217649 -0.00167181 0.0414622 
19 -0.000253487 -0.0023799 0.0501349 
20 -0.000269777 -0.00299004 0.0594122 
21 -0.000262945 -0.00344618 0.0692107 
22 -0.000229538 -0.0036889 0.0794342 
23 -0.000166316 -0.00365663 0.0899751 
24 -7.03465e-05 -0.00328711 0.100716 
25 6.08973e-05 -0.00251884 0.111533 
26 0.000229451 -0.00129269 0.122296 
27 0.000436775 0.000446493 0.132871 
28 0.000683691 0.00274824 0.143128 
29 0.000970326 0.00565495 0.152935 
30 0.00129608 0.00920041 0.162167 
31 0.00165961 0.0134085 0.170708 
32 0.00205884 0.018292 0.178448 
33 0.00249101 0.0238518 0.185293 
34 0.00295271 0.0300762 0.191161 
35 0.00344 0.0369405 0.195985 
36 0.00394849 0.0444073 0.199715 
37 0.00447349 0.0524261 0.20232 
38 0.00501015 0.0609344 0.203783 
39 0.00555366 0.0698584 0.204108 
40 0.00609939 0.0791143 0.203315 
41 0.00664311 0.0886095 0.20144 
42 0.00718117 0.0982442 0.198536 
43 0.0077107 0.107914 0.19467 
44 0.00822977 0.11751 0.189918 
45 0.00873754 0.126923 0.18437 
