# Max value = 2.33e-01, Min value = 3.39e-03
x f1 f2 f3 
1 0.054777 0.0401356 0.115803 
2 0.0571294 0.039521 0.125502 
3 0.0592223 0.0385062 0.135079 
4 0.0611382 0.0372529 0.144502 
5 0.0629839 0.0359566 0.15375 
6 0.0648817 0.034834 0.162811 
7 0.0669586 0.0341077 0.17167 
8 0.069335 0.0339903 0.180299 
9 0.0721133 0.0346699 0.188649 
10 0.0753695 0.0362972 0.196639 
11 0.0791462 0.0389777 0.204148 
12 0.0834496 0.0427668 0.211021 
13 0.0882505 0.0476711 0.217063 
14 0.0934878 0.0536528 0.222054 
15 0.0990761 0.0606385 0.225759 
16 0.104914 0.0685293 0.22794 
17 0.110893 0.0772124 0.22838 
18 0.116908 0.0865707 0.226897 
19 0.122867 0.0964913 0.223361 
20 0.12869 0.10687 0.217711 
21 0.134321 0.117613 0.20996 
22 0.13972 0.128633 0.200206 
23 0.144868 0.139845 0.188627 
24 0.149757 0.151158 0.175475 
25 0.154389 0.162465 0.161068 
26 0.158767 0.173636 0.145768 
27 0.162892 0.184511 0.12997 
28 0.166758 0.194899 0.114074 
29 0.170348 0.204573 0.0984713 
30 0.173635 0.21328 0.0835211 
31 0.176582 0.220748 0.0695362 
32 0.179143 0.226701 0.0567697 
33 0.181265 0.230868 0.0454068 
34 0.182894 0.233011 0.0355608 
35 0.183977 0.232934 0.0272741 
36 0.184464 0.2305 0.020523 
37 0.184308 0.22565 0.0152265 
38 0.183473 0.218406 0.0112574 
39 0.181925 0.208879 0.0084547 
40 0.17964 0.197266 0.00663753 
41 0.176598 0.183844 0.0056178 
42 0.172786 0.168959 0.00521185 
43 0.168196 0.15301 0.00525017 
44 0.162827 0.136425 0.00558446 
45 0.156687 0.119647 0.0060921 
46 0.149793 0.103106 0.00667793 
47 0.142179 0.0872021 0.00727352 
48 0.133892 0.0722844 0.00783453 
49 0.125001 0.0586387 0.00833654 
50 0.115593 0.046477 0.00877015 
51 0.105779 0.035932 0.0091358 
52 0.0956869 0.0270573 0.009439 
53 0.0854633 0.0198327 0.0096863 
54 0.0752654 0.0141726 0.00988237 
55 0.0652558 0.00993838 0.0100283 
56 0.0555956 0.00695229 0.0101213 
57 0.0464357 0.00501244 0.0101546 
58 0.0379103 0.00390742 0.0101197 
59 0.0301301 0.00342959 0.0100071 
60 0.0231772 0.00338617 0.0098089 
61 0.0171022 0.00360777 0.00952004 
