# Max value = 6.62e-01, Min value = 0.00e+00
x f1 f2 f3 
1 0.093879 0.0626826 0.0537231 
2 0.000372575 0.171088 0.0563743 
3 0.0336661 0.0371111 0.0634096 
4 0.0355087 0.0671001 0.0636146 
5 0.0231281 0.0414609 0.0639626 
6 0.662242 0.00514089 0.0628223 
7 0.0436996 0.0168279 0.0638672 
8 0.249915 0.0183928 0.0656146 
9 0.404916 0.0225403 0.0727109 
10 0.0382563 0.0872081 0.0720383 
11 0 0.0916294 0.0812083 
12 0.197198 0.0540545 0.0799769 
13 0.0458691 0.0834404 0.0895542 
14 0.0565883 0.00791597 0.0974595 
15 0.0208531 0.122206 0.0944427 
16 0.021603 0.0926976 0.11078 
17 0.000852447 0.146522 0.116099 
18 0.00259918 0.155531 0.114979 
19 0.0205506 0.0258882 0.147357 
20 0.140391 0.107294 0.00262702 
21 0.014793 0.160492 0.13762 
22 0.201689 0.0196737 0.135042 
23 0.123414 0.062301 0.145432 
24 0.0274021 0.227394 0.15226 
25 0.0313429 0.0824979 0.158574 
26 0.0352371 0.109675 0.153822 
27 0.0349064 0.0304307 0.154136 
28 0 0.206071 0.160767 
29 0 0.337032 0.172519 
30 0.00991246 0.2675 0.166474 
31 0.00145658 0.225187 0.179766 
32 0 0.315679 0.16199 
33 0.00452184 0.127742 0.189781 
34 0.0434742 0.171793 0.175969 
35 0.000480584 0.219133 0.179128 
36 0.0754238 0.0350742 0.177913 
37 0.00077028 0.227139 0.181145 
38 0 0.237981 0.183581 
39 0.0827661 0.250299 0.180371 
40 0.0918067 0.060426 0.17503 
41 0.00181164 0.190104 0.183844 
42 0.408275 0 0.169239 
43 0.0197986 0.0970928 0.207984 
44 0 0.134608 0.15897 
45 0.0373408 0.0504016 0.1544 
46 0 0.107698 0.162476 
47 0 0.0886696 0.148598 
48 0.000655293 0.0477467 0.142478 
49 8.61904e-05 0.062973 0.130421 
50 0.00114591 0.0479393 0.12447 
51 0 0.0385324 0.11206 
52 5.10042e-05 0.0273984 0.100155 
53 0.00199222 0.0312098 0.0894919 
54 0.000853916 0.0188971 0.075128 
55 0.0005761 0.0117599 0.0718245 
56 0.00196099 0.0600924 0 
57 0.0536587 0.00314807 0.04251 
58 0.000485031 0.0045385 0.0349814 
59 0.000297586 0.00823675 0.0320814 
60 0.00138552 0.000901057 0.0247997 
61 0.000806509 0.00237693 0.0179794 
