# Max value = 5.26e-01, Min value = -3.22e-01
x f1 f2 f3 
1 0.014743 0.111424 -0.0599059 
2 -0.072508 -0.027092 -0.0178416 
3 0.291316 -0.322225 0.0938312 
4 0.0314858 0.127241 0.0918203 
5 0.00134245 0.00359772 0.107502 
6 -0.0608143 0.123973 0.197254 
7 -0.13079 0.0586486 0.0475574 
8 0.018911 0.0172899 0.089728 
9 0.164172 -0.139266 -0.207086 
10 0.028426 0.0770185 0.0392634 
11 -0.0258117 -0.00691355 -0.000426761 
12 0.145372 -0.0769889 0.00183855 
13 -0.0962466 0.161873 0.142776 
14 0.0914009 -0.0202395 0.152925 
15 -0.0580769 -0.0667668 -0.0994608 
16 0.11446 -0.0392937 0.088048 
17 0.354974 -0.0806185 0.018521 
18 -0.084443 -0.0580892 0.102117 
19 -0.0297515 0.0374006 -0.274226 
20 -0.202846 0.0574259 0.135497 
21 -0.271773 0.0356201 -0.0486866 
22 0.207837 -0.160484 0.327737 
23 0.0185133 0.112431 0.183135 
24 0.0390862 -0.0254089 -0.150984 
25 0.138472 -0.129293 -0.0566818 
26 0.13358 0.1528 -0.18664 
27 -0.0499692 -0.123799 0.190519 
28 0.264909 -0.0241653 -0.254112 
29 -0.045271 0.141333 -0.0123175 
30 0.142601 0.0221936 -0.0615287 
31 -0.0588756 -0.018302 0.107577 
32 0.167407 -0.0479025 0.0508345 
33 0.0350946 0.106587 -0.0106424 
34 -0.123806 -0.0816431 -0.105768 
35 -0.0913625 0.161364 0.0366633 
36 0.27206 0.0131111 -0.0112119 
37 0.0806001 -0.11353 0.0212214 
38 -0.168068 0.0658012 0.00592673 
39 0.0581652 0.0541349 0.226147 
40 0.0400123 -0.150559 0.0304028 
41 -0.0809116 -0.308451 0.0103637 
42 -0.221498 0.26358 0.235539 
43 0.109776 0.525801 -0.254794 
44 0.0207657 -0.105191 -0.0123218 
45 -0.129003 -0.083586 0.118234 
46 -0.194048 -0.0540855 0.118746 
47 0.194326 0.0356473 0.0814403 
48 -0.123412 0.0920608 0.0397165 
49 0.0513698 0.0224569 -0.0472317 
50 -0.0252436 -0.215174 0.0473578 
51 -0.0692853 0.0412939 -0.127712 
52 -0.0420699 -0.113724 0.0993576 
53 0.0482441 -0.0337756 0.313173 
54 -0.106855 -0.0146454 -0.0710179 
55 0.0659436 0.0752811 0.0376921 
56 -0.000742084 -0.00679568 0.156362 
57 0.0082098 0.066022 -0.0275535 
58 -0.00321904 -0.0178987 0.0392889 
59 0.0610009 -0.126701 -0.00651813 
60 -0.0203009 0.0415963 -0.0226556 
61 -0.00265788 -0.00281929 -0.000152512 
