# Max value = 2.34e-01, Min value = 3.49e-03
x f1 f2 f3 
1 0.0554836 0.0357285 0.121174 
2 0.0575765 0.0353659 0.130379 
3 0.0594028 0.0347532 0.139264 
4 0.0610608 0.0340519 0.147816 
5 0.0626731 0.0334489 0.156049 
6 0.0643749 0.0331433 0.164003 
7 0.0663029 0.0333309 0.171726 
8 0.068582 0.0341895 0.17926 
9 0.071314 0.0358653 0.186631 
10 0.0745687 0.038463 0.193827 
11 0.0783782 0.0420398 0.200789 
12 0.0827352 0.0466046 0.207404 
13 0.0875956 0.0521225 0.213503 
14 0.0928844 0.0585225 0.21886 
15 0.0985049 0.0657097 0.223213 
16 0.104349 0.0735775 0.22627 
17 0.110307 0.0820203 0.227735 
18 0.11628 0.0909435 0.227335 
19 0.122183 0.100271 0.22484 
20 0.127952 0.109945 0.220087 
21 0.133543 0.119927 0.213001 
22 0.138933 0.130188 0.20361 
23 0.144112 0.140697 0.192048 
24 0.149079 0.151412 0.178555 
25 0.153836 0.162261 0.16347 
26 0.15838 0.173137 0.147208 
27 0.162698 0.183885 0.130244 
28 0.166768 0.1943 0.113082 
29 0.170553 0.204128 0.0962226 
30 0.174009 0.213078 0.0801389 
31 0.17708 0.220831 0.0652457 
32 0.179711 0.227058 0.0518783 
33 0.181846 0.231446 0.0402765 
34 0.183434 0.233713 0.0305753 
35 0.184432 0.233637 0.0228046 
36 0.184806 0.23107 0.016895 
37 0.18453 0.225952 0.0126917 
38 0.183585 0.218323 0.00997275 
39 0.181956 0.208323 0.00847078 
40 0.179632 0.196187 0.00789663 
41 0.176598 0.182236 0.00796195 
42 0.172841 0.166858 0.00839954 
43 0.168345 0.150491 0.00897966 
44 0.163096 0.133595 0.00952137 
45 0.157084 0.116633 0.0098984 
46 0.150309 0.100044 0.0100396 
47 0.142788 0.0842226 0.00992416 
48 0.134556 0.0695061 0.00957373 
49 0.125674 0.0561571 0.00904084 
50 0.116232 0.0443586 0.00839682 
51 0.106343 0.0342125 0.00771952 
52 0.0961502 0.0257419 0.00708235 
53 0.0858137 0.0188991 0.00654566 
54 0.0755082 0.0135767 0.00615086 
55 0.0654126 0.0096204 0.00591769 
56 0.0557011 0.00684429 0.00584433 
57 0.0465339 0.0050449 0.00591009 
58 0.0380485 0.00401518 0.00607984 
59 0.0303537 0.00355634 0.00630957 
60 0.0235243 0.00348748 0.00655221 
61 0.0176 0.00365241 0.00676299 
