# Max value = 5.37e-01, Min value = -3.39e-01
x f1 f2 f3 
1 -0.183582 -0.00269693 -0.0833784 
2 0.00517268 -0.0152629 -0.00756031 
3 -0.039415 0.119164 -0.0563985 
4 -0.0495486 0.0767086 0.0072273 
5 9.23854e-05 -0.00242943 -0.0456903 
6 -0.252956 0.0572463 0.00712201 
7 -0.00126517 -0.00441058 -0.0161605 
8 0.0159352 0.264994 -0.0177853 
9 -0.00438731 -0.0171688 -0.0552775 
10 -0.0762284 -0.0785689 0.0537424 
11 -0.0186377 0.325573 -0.0144779 
12 -0.237169 -0.0110591 0.006968 
13 -0.164197 -0.0225552 -0.2745 
14 0.0198835 -0.00245798 0.03163 
15 0.0733198 -0.0579756 -0.00683597 
16 0.0748056 -0.0129499 -0.014492 
17 -0.0165238 0.00878371 0.16734 
18 -0.174373 -0.00438111 0.0905575 
19 0.226886 0.0637831 -0.0581202 
20 -0.28083 0.219647 0.165082 
21 -0.0578972 -0.0912185 -0.00815846 
22 0.20859 0.057377 0.159267 
23 -0.338189 0.0830319 0.346558 
24 0.00313721 0.228646 -0.304504 
25 -0.00209627 -0.0250779 -0.0472578 
26 -0.0488333 0.0304996 -0.0825583 
27 -0.0048566 -0.233902 0.15183 
28 -0.00348408 0.537162 0.0397601 
29 0.0240411 -0.0286155 -0.00115215 
30 0.450325 -0.339405 0.534732 
31 0.0408541 -0.0434165 0.296145 
32 0.0228219 0.0270699 0.0627932 
33 0.0647181 -0.0148117 0.18098 
34 0.478386 0.0321685 0.172218 
35 0.0704177 0.0832612 0.0816762 
36 -0.00423464 -0.0825816 -0.0422819 
37 -0.130466 0.355659 -0.0366259 
38 -0.000109549 0.104743 -0.0424064 
39 0.0201865 -0.0262382 -0.0192168 
40 0.0110667 -0.00214175 -0.0438877 
41 0.0518649 -0.0160119 0.0611593 
42 0.0155187 -0.0202079 0.00410739 
43 -0.0194774 0.0715471 -0.017339 
44 0.024903 0.0106856 0.0422395 
45 0.0367552 0.000228234 0.0634223 
46 -0.000441338 0.045348 -0.0596388 
47 0.00659639 -0.00122281 -0.0644275 
48 -0.00575446 -0.00240306 0.0883442 
49 0.00113651 0.174795 0.269058 
50 0.0584747 0.0196058 -0.00973145 
51 0.00871261 -0.0848318 -0.0292811 
52 -0.00329671 0.00334393 0.0929584 
53 -0.0497992 -0.0259232 0.0258866 
54 -0.000312913 -0.00276493 -0.0210269 
55 -0.00359155 -0.00478137 0.0394356 
56 -0.00291081 0.00295207 -0.0381673 
57 -0.00816213 0.0537793 -0.00715207 
58 -0.000251752 -0.000493628 -0.000504104 
59 0.00353006 -0.00205589 0.00538106 
60 -0.000399904 0.000320819 -0.000293789 
61 0.00041697 -0.000643367 -0.00113816 
