# Max value = 2.09e-01, Min value = -3.99e-03
x f1 f2 f3 
1 0.000240825 0.000336203 0.000224697 
2 0.000281124 0.00024356 0.000359892 
3 0.000408253 0.000202757 -0.000731413 
4 0.000458493 0.0002314 -0.000455563 
5 0.000283656 0.000149095 -0.000236678 
6 -6.6042e-05 0.000952585 0.000493259 
7 6.03785e-05 0.00069353 -0.000146868 
8 0.000152462 0.000436115 -0.00019153 
9 0.000189726 0.000566519 0.000549401 
10 0.000275672 0.000692894 0.00135384 
11 0.000417281 7.45419e-05 0.00149069 
12 0.000297645 0.000740805 0.00310175 
13 0.000314872 0.000504417 0.00562832 
14 0.000260031 0.000618842 0.0078638 
15 0.000236651 0.000107215 0.0113272 
16 0.000426869 0.000415023 0.0182517 
17 0.000350023 0.000871682 0.0246813 
18 0.000310967 0.00170103 0.0341215 
19 0.00196004 0.00128377 0.0423838 
20 0.000559591 0.000630065 0.0522606 
21 0.000414906 0.00037544 0.0643218 
22 0.00124878 0.00100456 0.0750723 
23 0.000555212 0.00257455 0.0886579 
24 -0.000253292 0.00142509 0.102592 
25 0.00020973 0.00117006 0.116148 
26 0.000277506 0.00159759 0.128814 
27 0.000663089 0.00167611 0.142052 
28 0.000569362 0.00355745 0.15258 
29 0.000238723 0.00457472 0.163469 
30 0.000638432 0.00805677 0.176236 
31 0.00111694 0.00987718 0.182827 
32 0.000857476 0.0118193 0.193642 
33 0.000550383 0.0167884 0.198413 
34 0.000930336 0.0234456 0.202945 
35 0.000970697 0.0305567 0.203753 
36 0.000365302 0.0370833 0.204625 
37 0.00144935 0.0456881 0.206448 
38 0.00131002 0.054041 0.209137 
39 0.00145066 0.0652154 0.205424 
40 0.00145027 0.073268 0.202677 
41 0.00192972 0.0864441 0.201074 
42 0.00261783 0.0957215 0.194321 
43 0.00257156 0.107303 0.188526 
44 0.00171048 0.118189 0.182069 
45 0.00180964 0.128978 0.175761 
46 0.00241244 0.143255 0.168169 
47 0.00257147 0.151153 0.161118 
48 0.00282409 0.162004 0.153986 
49 0.00276415 0.166568 0.14622 
50 0.00290693 0.173991 0.137141 
51 0.00328931 0.18053 0.130012 
52 0.00367663 0.185196 0.12356 
53 0.00382343 0.189565 0.116068 
54 0.00363662 0.192698 0.110744 
55 0.00475933 0.192471 0.10273 
56 0.00570276 0.193031 0.0947797 
57 0.00672088 0.19008 0.0898184 
58 0.00779902 0.188469 0.0826538 
59 0.00869493 0.187121 0.0764859 
60 0.00990232 0.184426 0.0705114 
61 0.0112739 0.182219 0.0657164 
62 0.0126742 0.176947 0.0608369 
63 0.0147646 0.174053 0.057052 
64 0.0161732 0.171932 0.052427 
65 0.0192537 0.16295 0.0480865 
66 0.0216184 0.157806 0.043748 
67 0.0237206 0.155373 0.0417248 
68 0.0261611 0.148288 0.0393422 
69 0.0277127 0.143043 0.0356337 
70 0.033042 0.138282 0.0331237 
71 0.0371248 0.131744 0.0282829 
72 0.0418801 0.126407 0.0292343 
73 0.0446329 0.122107 0.0257882 
74 0.0474964 0.117953 0.0240742 
75 0.0511712 0.112328 0.0220077 
76 0.0558159 0.106483 0.0198471 
77 0.0596939 0.101562 0.0186595 
78 0.0638779 0.0955121 0.0170294 
79 0.0698711 0.0914956 0.0169967 
80 0.0723264 0.0881359 0.0154159 
81 0.07894 0.0815585 0.0143925 
82 0.0829226 0.0785601 0.0129257 
83 0.0872845 0.0721131 0.0108317 
84 0.0897144 0.0695191 0.0116764 
85 0.0962055 0.0653188 0.0105923 
86 0.09849 0.0608719 0.0083883 
87 0.103077 0.0573318 0.00428887 
