# Max value = 5.05e-01, Min value = 0.00e+00
x f1 f2 f3 
1 0.0517219 0.00489659 0.0690344 
2 0.0197571 0.0197086 0.153369 
3 0.418002 0.041261 0.0724649 
4 0.0256983 0.0917215 0.0643223 
5 0.0458183 0.00830922 0.0772176 
6 0.43111 0.505095 0.0507703 
7 0.054978 0 0.120563 
8 0.013181 0.0894528 0.0635854 
9 0.0188137 0.0539481 0.0746678 
10 0.0397456 0.011573 0.0627412 
11 0.0424806 5.73082e-06 0.091266 
12 0.0453557 0.00196434 0.109369 
13 0.0110402 0.049296 0.0924952 
14 0.113237 0.0547117 0.113399 
15 0.0179205 0.022112 0.120451 
16 0.0808914 0.101504 0.0589404 
17 0.0043719 0.0661086 0.165912 
18 0.115059 0.0573669 0.131682 
19 0.0396001 0.065735 0.18532 
20 0.0421395 0.187542 0.121144 
21 0.11131 0.127003 0.0660499 
22 0.291272 0.00207944 0.202102 
23 0.0682276 0.0279448 0.137161 
24 0.0213973 0.152565 0.117999 
25 0.006013 0.149546 0.0960623 
26 0.0841421 0.288298 0.0167828 
27 0.0966973 0.0643694 0.032067 
28 0.182485 0.309734 0.118273 
29 0.214356 0.00354563 0.166429 
30 0.11877 0.281942 0.137401 
31 0.0580235 0.0149502 0.134446 
32 0.199411 0.000486201 0.000785764 
33 0.0438559 0.147936 0.199025 
34 0.155571 0.0335194 0.0202625 
35 0.0227778 0.151699 0.121331 
36 0.293671 0.104382 0.113639 
37 0.104894 0.103107 0.199137 
38 0.114874 0.00397357 0.000128956 
39 0.006323 0.00883556 0.15009 
40 0.103528 0.126779 0.184402 
41 0.0670632 0.230811 0.016336 
42 0.0719069 0.208029 0.0455947 
43 0.114656 0.000249276 0.232649 
44 0.0614673 0 0.196873 
45 0.0447785 0.00182569 0.251755 
46 0.366893 0.319011 0.0635691 
47 0.0911095 0.00564804 0.182779 
48 0.0228464 0.00908946 0.302758 
49 0.058981 0.022178 0.158117 
50 0.0435297 0.00201987 0.0892082 
51 0.0352966 0.127492 0.024632 
52 0.0205858 0.106023 0.0989216 
53 0.00839707 0.00078629 0.112787 
54 0.00610073 0.00945701 0.115438 
55 0.0155791 0.132771 0.0490732 
56 0 0.0650806 0.125242 
57 0.0551313 0.00074079 0.0538529 
58 0.0506155 0.0386484 0.0178587 
59 2.06591e-05 0.0281528 0.0015751 
60 0.00414693 4.14027e-05 0.0308131 
61 0.00288897 0.00150901 0.248526 
