# Max value = 2.29e-01, Min value = 2.83e-03
x f1 f2 f3 
1 0.0535934 0.0322659 0.119265 
2 0.0562914 0.0334944 0.129427 
3 0.0587643 0.0345389 0.139362 
4 0.0610784 0.0354602 0.148999 
5 0.0633234 0.036342 0.158284 
6 0.0656049 0.0372868 0.167179 
7 0.0680354 0.0384104 0.175655 
8 0.0707234 0.0398359 0.183688 
9 0.0737636 0.0416869 0.191243 
10 0.0772277 0.0440809 0.198269 
11 0.0811576 0.0471235 0.204694 
12 0.0855615 0.0509038 0.210416 
13 0.0904137 0.0554912 0.215307 
14 0.0956567 0.060933 0.219214 
15 0.101207 0.0672537 0.221967 
16 0.106965 0.0744548 0.223388 
17 0.112819 0.0825153 0.223308 
18 0.11866 0.0913923 0.221579 
19 0.124389 0.101021 0.21809 
20 0.129919 0.111315 0.212779 
21 0.135188 0.122165 0.205645 
22 0.140154 0.133441 0.196752 
23 0.144798 0.144988 0.186233 
24 0.149123 0.156629 0.174287 
25 0.153143 0.168165 0.16117 
26 0.156886 0.179377 0.147183 
27 0.160381 0.190031 0.13266 
28 0.163654 0.199881 0.117946 
29 0.166727 0.20868 0.103385 
30 0.169607 0.216185 0.0892996 
31 0.172288 0.222168 0.0759776 
32 0.174751 0.226426 0.063659 
33 0.176959 0.228793 0.0525281 
34 0.178862 0.229143 0.0427083 
35 0.180399 0.227403 0.034262 
36 0.1815 0.223558 0.0271931 
37 0.182088 0.217648 0.021453 
38 0.182086 0.209777 0.0169496 
39 0.181415 0.200103 0.0135569 
40 0.180003 0.188837 0.0111261 
41 0.177783 0.176233 0.0094961 
42 0.174701 0.16258 0.0085037 
43 0.170715 0.14819 0.00799194 
44 0.165802 0.133386 0.00781707 
45 0.159958 0.11849 0.00785344 
46 0.153204 0.103813 0.0079965 
47 0.145584 0.0896375 0.00816397 
48 0.137167 0.0762156 0.00829541 
49 0.12805 0.0637564 0.00835058 
50 0.118354 0.0524217 0.00830688 
51 0.108222 0.0423228 0.00815623 
52 0.097813 0.0335198 0.00790178 
53 0.0872996 0.0260238 0.00755466 
54 0.0768588 0.0198004 0.00713101 
55 0.0666657 0.0147762 0.00664949 
56 0.0568858 0.0108465 0.00612922 
57 0.047668 0.00788333 0.00558829 
58 0.0391382 0.00574488 0.00504281 
59 0.0313947 0.00428393 0.0045063 
60 0.024505 0.00335586 0.00398953 
61 0.0185043 0.00282542 0.00350054 
