# Max value = 2.06e-01, Min value = -5.11e-03
x f1 f2 f3 
1 0.000288716 -0.0026465 0.00361079 
2 0.000255475 -0.00176856 0.00146887 
3 0.000224055 -0.000902257 -0.00050996 
4 0.000195155 -7.02593e-05 -0.00224347 
5 0.0001694 0.000704354 -0.00364625 
6 0.000147325 0.00139886 -0.00463154 
7 0.000129361 0.00199172 -0.00511327 
8 0.000115834 0.00246347 -0.00500818 
9 0.000106957 0.00279766 -0.0042381 
10 0.000102842 0.0029817 -0.00273218 
11 0.00010351 0.00300781 -0.000429086 
12 0.000108909 0.00287377 0.00272087 
13 0.000118943 0.00258366 0.00675386 
14 0.000133497 0.00214842 0.0116909 
15 0.000152471 0.00158627 0.0175364 
16 0.000175814 0.000922952 0.0242773 
17 0.00020356 0.00019171 0.0318824 
18 0.000235854 -0.0005669 0.0403024 
19 0.000272985 -0.00130547 0.0494699 
20 0.0003154 -0.00197042 0.0593003 
21 0.000363721 -0.00250294 0.0696933 
22 0.000418746 -0.00284015 0.080534 
23 0.00048144 -0.00291644 0.0916955 
24 0.000552915 -0.00266498 0.103041 
25 0.000634403 -0.0020194 0.114426 
26 0.000727211 -0.000915571 0.125704 
27 0.000832675 0.000706638 0.136724 
28 0.000952101 0.00290153 0.147339 
29 0.00108671 0.00571586 0.157407 
30 0.00123755 0.00918717 0.166793 
31 0.0014055 0.0133423 0.175373 
32 0.00159112 0.0181964 0.183038 
33 0.00179471 0.0237513 0.189692 
34 0.00201621 0.0299956 0.195257 
35 0.00225521 0.0369037 0.199675 
36 0.00251094 0.0444359 0.202906 
37 0.00278235 0.0525389 0.20493 
38 0.00306808 0.0611463 0.205749 
39 0.00336663 0.0701796 0.205381 
40 0.00367638 0.0795496 0.203867 
41 0.00399574 0.089158 0.20126 
42 0.0043233 0.0988991 0.197632 
43 0.00465796 0.108662 0.193068 
44 0.00499912 0.118334 0.187663 
45 0.0053468 0.1278 0.18152 
46 0.00570185 0.136948 0.17475 
47 0.00606608 0.145669 0.167467 
48 0.0064424 0.15386 0.159785 
49 0.00683492 0.161428 0.151817 
50 0.00724907 0.168288 0.143674 
51 0.00769159 0.174369 0.135459 
52 0.00817058 0.17961 0.127268 
53 0.00869546 0.183965 0.119189 
54 0.00927686 0.187405 0.1113 
55 0.00992654 0.189912 0.103667 
56 0.0106571 0.191484 0.096345 
57 0.011482 0.192133 0.0893786 
58 0.012415 0.191886 0.0827999 
59 0.0134701 0.190779 0.0766302 
60 0.014661 0.188863 0.0708807 
61 0.0160011 0.186195 0.0655532 
62 0.017503 0.182841 0.060641 
63 0.0191779 0.178875 0.0561305 
64 0.0210357 0.174371 0.0520018 
65 0.0230844 0.16941 0.0482308 
