# Max value = 5.06e-01, Min value = -2.81e-01
x f1 f2 f3 
1 0.0267566 0.0570085 0.0998338 
2 0.0158882 0.0602387 0.100847 
3 0.0151124 0.0621563 0.0754857 
4 0.0111009 0.0573912 0.0947198 
5 0.0189075 0.0612175 0.0643057 
6 -0.000605017 0.0633037 0.140965 
7 -0.0186828 0.0630676 0.132332 
8 0.000687605 0.0674342 0.129649 
9 0.0487672 0.0719105 0.138099 
10 -0.0217724 0.0724595 0.160696 
11 -0.00114945 0.0745004 0.147311 
12 -0.020928 0.0835973 0.218962 
13 0.00078752 0.0877577 0.148543 
14 -0.0256526 0.0925856 0.16591 
15 0.0267673 0.0991748 0.15534 
16 0.0446376 0.0988728 0.161611 
17 -0.0430281 0.107749 0.152629 
18 0.0670594 0.124425 0.133697 
19 0.0573756 0.124087 0.139058 
20 -0.00304687 0.131003 0.226975 
21 0.100377 0.134603 0.189454 
22 0.0671444 0.143164 0.161773 
23 0.1187 0.139158 0.171796 
24 0.0290166 0.151332 0.33627 
25 0.344022 0.147434 0.151889 
26 0.114441 0.179877 0.126069 
27 0.117755 0.161733 0.154644 
28 0.13053 0.167676 0.102249 
29 0.15191 0.170675 0.11524 
30 0.319486 0.177366 0.0664189 
31 0.351856 0.171017 0.0530026 
32 -0.000108421 0.188424 0.0793291 
33 0.158229 0.183733 0.0834219 
34 -0.281387 0.19578 0.0505172 
35 0.389098 0.184638 0.0201019 
36 0.170116 0.193267 0.0148092 
37 0.164137 0.18479 0.0129572 
38 -0.000279809 0.180358 0.50559 
39 0.160355 0.175512 0.0328505 
40 0.218846 0.16982 0.0104916 
41 0.293627 0.174611 0.0250144 
42 0.11164 0.171294 0.0581718 
43 0.107588 0.172745 0.0342735 
44 0.0956017 0.163687 0.0179995 
45 -0.0400554 0.158862 0.0294847 
46 0.135913 0.147191 0.0367735 
47 0.0667298 0.140934 0.00921247 
48 0.0455952 0.131652 0.00459405 
49 0.039599 0.124923 0.0143123 
50 0.0325287 0.112683 0.00772179 
51 0.0286263 0.102457 0.00453203 
52 0.0189539 0.0936414 0.00682335 
53 0.0163428 0.0820526 0.00813853 
54 0.00111852 0.071798 0.00195588 
55 0.0026999 0.0455644 0.00919592 
56 0.0131277 0.0251429 0.00630442 
57 -0.0740602 0.0325209 0.00905253 
58 0.000962427 0.0368945 0.00218177 
59 0.00124198 0.0256794 0.000360609 
60 0.000208965 0.0241805 0.00969993 
61 0.00127302 0.0190386 0.00488086 
