# Max value = 4.26e-01, Min value = 0.00e+00
x f1 f2 f3 
1 0 0.000319637 0.00100147 
2 6.86574e-05 0 0.000462423 
3 0 0.000258008 0 
4 0 0.000176835 0.000276509 
5 0 0.000152093 0 
6 0.00297837 0 0 
7 8.07385e-05 0.000127496 0.000106032 
8 0.000981479 0.000118402 8.32319e-05 
9 0.000444459 0.000127105 0.000105101 
10 0.0025583 0.000232696 0.000300822 
11 0.0029968 0.000205968 0.000299364 
12 0.000115881 0.00255652 0 
13 0.00240584 4.32102e-05 8.43438e-05 
14 4.08057e-05 0.00858036 0 
15 0.000552515 0 0.000311929 
16 0.00489876 0.0150184 0 
17 0.087428 0.000248906 0.000350782 
18 0.00267185 0.000630549 0 
19 0.0194884 0.0326441 0 
20 0.0509057 0.00744587 0 
21 0.00944831 0.00300617 0 
22 0.00554999 0.0793394 0 
23 0.00228186 0.000152655 0.000337096 
24 0.000725952 0.000769921 0.0545335 
25 0.208292 0.000664711 0.000759662 
26 0.0373446 0.00115222 0 
27 0.000848064 0.00307762 0.000586011 
28 0.278008 0 0.00153516 
29 0 0.0094624 0 
30 0.000441993 0.0268241 0.00917377 
31 0.0306518 0.00122718 0.000102702 
32 0.0382248 0 0.00103841 
33 0.212117 0.00721527 0.00790482 
34 0.0205775 0.0262199 0 
35 0.00502155 0.00753054 0 
36 0.283145 0.0224253 0.0123609 
37 0.228856 0.0525224 0 
38 0.0212296 0.212127 0.000390536 
39 0.0590703 0.0335107 0.000434175 
40 0.0157225 0.278064 0 
41 0.210645 0.0159249 0.0411055 
42 0.0133633 0.256442 0.000176376 
43 0.0824722 0 0 
44 0.287551 0.0648362 0.000856505 
45 0.092084 0.0955306 0.00714025 
46 0 0.0870371 0.000834883 
47 0.0697552 0.100167 0.000972438 
48 0.0264591 0.0975268 0.0664686 
49 0.0196314 0.0778239 0.00309368 
50 0.1526 0.0691128 0.119534 
51 0.15226 0.102199 0 
52 0.018753 0.231719 0.0273209 
53 0.0788079 0.116151 0.00242932 
54 0.0556378 0.101639 0.00308551 
55 0.00253946 0.0681978 0.143163 
56 0.329897 0.0870988 8.88225e-06 
57 0.0142284 0.0775366 0.00881065 
58 0.107865 0.123215 0.0270872 
59 0 0.193222 0.0072924 
60 0.0165311 0.115069 0.0093587 
61 0.0278095 0.0809367 0.0484974 
62 0.0885066 0.0839665 0.0116014 
63 0.0206488 0.0547381 0.0803583 
64 0.0243326 0.10637 0.0146917 
65 0.226145 0.0272742 0.0175296 
66 0.0775263 0.0634167 0.0209897 
67 0.00445671 0.0787408 0.0246164 
68 0.00974268 0.0897214 0.0269438 
69 0.0424173 0.0804058 0.0258698 
70 0.0139512 0.122155 0.0521292 
71 0.108362 0.0741026 0.0354698 
72 2.85933e-05 0.127533 0.0383148 
73 0.000765359 0.0200578 0.104743 
74 0 0.0719932 0.0591907 
75 0.212162 0.425626 0.0534141 
76 0 0.0565507 0.0547469 
77 0.0229516 0.036283 0.0626503 
78 0.0139806 0.0582896 0.0665735 
79 0.350668 0.0588811 0.0703273 
80 0.00687419 0.0420799 0.0593011 
81 0.022237 0.051184 0.0844159 
83 0.00142821 0.0368744 0.0894452 
84 0.00567831 0.0501252 0.0814055 
85 0.00479404 0.0340759 0.093091 
86 0.052834 0.0374974 0.103543 
87 0.0899476 0.0337828 0.0876886 
88 0.000845985 0.0828163 0.116519 
89 0.00362848 0.0352111 0.112399 
90 0.0558179 0.0304911 0.00119442 
91 0.00019266 0.216337 0.11531 
92 0.00358193 0.0780263 0.120235 
93 0 0.0271497 0.122932 
94 0 0.0243278 0.126971 
95 0.00210526 0.00173857 0.138686 
96 0.045224 0 0.133518 
97 0.00208994 0.0259705 0.133476 
98 0.000639337 0.0233315 0.121668 
99 0.0413397 0.0205023 0.133503 
100 0.00539497 0.0297026 0.140404 
101 0.001955 0.0189036 0.045722 
102 0 0.0912135 0.131889 
103 0 0.0118386 0.147669 
104 0.00389525 0.0159881 0.147014 
105 0.0955454 0.0104796 0.143351 
106 0.26274 0.00252809 0.149293 
107 0.0218217 0.00937498 0.145912 
108 0.000794627 0.0125968 0.144591 
109 0.00397203 0.00706536 0.153482 
110 0.00294304 0.00252834 0.15174 
111 8.78127e-07 0.0109963 0.154389 
112 0.0141431 0.00264034 0.141597 
113 0.018465 0.0116867 0.120848 
114 0.000816392 0.00857415 0.113608 
115 0 0.0535133 0.140194 
116 0.0447041 0.423672 0.134853 
117 0.00291589 0.00372411 0.132482 
118 0.0584201 0.0020662 0.0333305 
119 0.000136365 0.00419316 0.128522 
120 0.00249402 0.00302467 0.130119 
121 0.000590961 0.0106937 0.137546 
122 0.0398934 0.00428789 0.140659 
123 0.00113865 0.0023912 0.134537 
