# Max value = 2.14e-01, Min value = 0.00e+00
x f1 f2 f3 
1 0.000140507 0.000202906 0.00193088 
2 0.000182669 0.000270589 0.000673417 
3 9.22837e-05 3.43006e-05 3.72632e-05 
4 0.000145535 0.000234093 0 
5 0 0.000151949 0 
6 0.000356366 0.000182379 6.04651e-05 
7 0.000695168 0.000194975 2.83803e-05 
8 0.000131271 0.000351401 0 
9 0.000129836 0.000772636 0.000341634 
10 0 0.00309845 0.000956015 
11 0.000290404 0.000440296 0.0012614 
12 0 0 0.00771496 
13 0.000161047 0.000182187 0.00485393 
14 0.000219607 0 0.00812543 
15 5.90138e-05 0.000741232 0.0110857 
16 0.000303477 0.0027296 0.0177986 
17 0 0.000332091 0.0247626 
18 5.73592e-05 0.000239456 0.034258 
19 0.000664859 0.000720107 0.0418903 
20 0.000777609 0.00119108 0.0526559 
21 0.000625897 0.00302398 0.0627449 
22 0 0.000224314 0.0770915 
23 0.000389135 0.000302292 0.0882522 
24 8.12446e-05 0.00134544 0.116576 
25 0.000583388 0.00220356 0.113226 
26 0.000675222 0.000761949 0.126774 
27 0.000582775 0.00260063 0.138597 
28 0.00104098 0.00262593 0.151938 
29 0.000808604 0.00638916 0.161716 
30 0 0.00696535 0.174218 
31 0 0.00948925 0.183871 
32 9.56774e-05 0.0139416 0.19107 
33 0.000998977 0.0184352 0.197457 
34 0.00126535 0.0249252 0.203695 
35 0.000324191 0.0293479 0.20577 
36 0.000399464 0.0348503 0.204063 
37 0.000916223 0.047482 0.208117 
38 0.000471339 0.0519255 0.213901 
39 0.00046868 0.0616721 0.205153 
40 0.00133901 0.0686366 0.204515 
41 0.00229716 0.0829692 0.20239 
42 0.00184353 0.0963673 0.195233 
43 0 0.110078 0.189113 
44 0.000128909 0.120078 0.186133 
45 0.000224599 0.127007 0.17597 
46 0.00100146 0.133828 0.171615 
47 0.00103606 0.147961 0.156661 
48 0.00321027 0.159279 0.149826 
49 0.0023267 0.172144 0.141516 
50 0.000927251 0.167556 0.135792 
51 0 0.183472 0.129668 
52 0.00197032 0.183507 0.12305 
53 0.00266059 0.186382 0.120401 
54 0.00184651 0.19562 0.107517 
55 0.000825769 0.188227 0.101393 
56 0.00395826 0.194693 0.0947893 
57 0.00486769 0.191499 0.0869089 
58 0.00589248 0.180514 0.0833365 
59 0.00689618 0.192666 0.0734052 
60 0.00749455 0.185867 0.0697152 
61 0.00946297 0.182466 0.0663813 
62 0.0114736 0.174007 0.0600807 
63 0.0682851 0.176958 0.0554907 
64 0.0135608 0.172008 0.0537307 
65 0.0170102 0.166022 0.035246 
66 0.0201208 0.162689 0.0429999 
67 0.0207417 0.15329 0.042541 
68 0.0255669 0.149795 0.0354876 
69 0.0278683 0.14909 0.0354971 
70 0.0317417 0.137084 0.0342973 
71 0.0341454 0.136104 0.0298058 
72 0.038613 0.125712 0.0283069 
73 0.0420484 0.12491 0.0256848 
74 0.046814 0.114106 0.0247031 
75 0.0483842 0.113088 0.0232276 
76 0.0551219 0.105766 0.0212526 
