# Max value = 2.00e-01, Min value = -5.84e-03
x f1 f2 f3 
1 0.000846157 0.00145949 -0.00510377 
2 0.000751159 0.00163936 -0.00559702 
3 0.000646195 0.00177616 -0.00584125 
4 0.000532553 0.00186213 -0.00578269 
5 0.000411779 0.0018905 -0.00536697 
6 0.000285661 0.00185587 -0.00454024 
7 0.000156209 0.00175462 -0.00325049 
8 2.56185e-05 0.00158532 -0.00144879 
9 -0.000103763 0.00134911 0.000909297 
10 -0.000229483 0.00105007 0.00386242 
11 -0.000349028 0.000695575 0.00744213 
12 -0.00045988 0.000296489 0.0116717 
13 -0.000559571 -0.000132575 0.016565 
14 -0.000645738 -0.000573171 0.0221256 
15 -0.000716186 -0.001003 0.028346 
16 -0.000768936 -0.00139599 0.035207 
17 -0.000802288 -0.00172248 0.0426778 
18 -0.000814862 -0.00194957 0.0507155 
19 -0.000805649 -0.00204148 0.0592655 
20 -0.000774042 -0.00196014 0.0682621 
21 -0.000719869 -0.0016658 0.0776293 
22 -0.000643409 -0.00111778 0.0872817 
23 -0.000545404 -0.000275273 0.0971257 
24 -0.000427055 0.000901743 0.107061 
25 -0.000290008 0.00245159 0.116983 
26 -0.000136328 0.0044099 0.126784 
27 3.15351e-05 0.00680869 0.136354 
28 0.000210803 0.00967537 0.145584 
29 0.000398427 0.0130319 0.154369 
30 0.000591159 0.0168938 0.162607 
31 0.000785637 0.0212697 0.170203 
32 0.000978475 0.0261603 0.177072 
33 0.00116636 0.0315586 0.183135 
34 0.00134617 0.0374485 0.188328 
35 0.00151506 0.0438057 0.192596 
36 0.0016706 0.050597 0.195899 
37 0.00181086 0.0577811 0.198211 
38 0.00193455 0.0653083 0.199519 
39 0.00204109 0.0731216 0.199823 
40 0.00213074 0.0811573 0.199138 
41 0.00220468 0.0893458 0.197492 
42 0.00226508 0.097613 0.194926 
43 0.00231518 0.105881 0.191491 
44 0.00235929 0.114069 0.187249 
45 0.00240289 0.122097 0.182269 
46 0.0024526 0.129883 0.17663 
47 0.00251615 0.137349 0.170415 
48 0.00260238 0.144419 0.163711 
49 0.00272117 0.151021 0.156606 
50 0.00288333 0.157091 0.149191 
51 0.00310053 0.162568 0.141555 
52 0.00338516 0.167403 0.133784 
53 0.00375016 0.171553 0.125961 
54 0.00420889 0.174984 0.118163 
55 0.00477488 0.177674 0.110462 
56 0.00546168 0.17961 0.102923 
57 0.00628263 0.180787 0.0956019 
58 0.00725061 0.181213 0.0885486 
59 0.00837785 0.180905 0.0818036 
60 0.0096757 0.179886 0.0753992 
61 0.0111544 0.178193 0.0693597 
62 0.0128228 0.175865 0.0637011 
63 0.0146883 0.172952 0.0584322 
64 0.0167567 0.169506 0.0535545 
65 0.0190317 0.165586 0.0490635 
66 0.0215153 0.161254 0.0449488 
67 0.0242071 0.156573 0.0411957 
68 0.0271049 0.151607 0.037785 
69 0.030204 0.146422 0.0346948 
70 0.0334978 0.14108 0.031901 
71 0.0369772 0.135642 0.0293777 
72 0.0406314 0.130166 0.0270987 
73 0.0444475 0.124705 0.0250376 
74 0.0484105 0.119307 0.0231687 
75 0.0525041 0.114018 0.0214673 
76 0.0567103 0.108874 0.0199105 
77 0.0610098 0.103908 0.0184774 
78 0.0653824 0.0991468 0.0171489 
79 0.0698069 0.0946105 0.0159088 
80 0.0742617 0.0903138 0.0147428 
81 0.0787249 0.0862659 0.0136396 
82 0.0831743 0.082471 0.0125898 
83 0.0875882 0.0789283 0.0115864 
84 0.0919452 0.0756332 0.0106244 
85 0.0962243 0.0725771 0.00970074 
86 0.100406 0.0697486 0.00881377 
87 0.10447 0.0671337 0.00796316 
88 0.1084 0.0647167 0.00714959 
89 0.11218 0.0624806 0.00637447 
90 0.115793 0.0604075 0.00563964 
91 0.119227 0.0584795 0.00494719 
92 0.122469 0.0566789 0.00429918 
